Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Art Works,15-3300-7080,New York,NY,10016-7805,"To support the creation and presentation of a new solo work by and for Artistic Director Larry Keigwin. Panic will mark Keigwin's first solo in a decade, as well as a return to performing after three years. The work will investigate sensations of fear and anxiety, and will feature an original score by composer Glen Fittin. ""Subject to Change"" will tour nationally as part of the company's tenth anniversary tour.",2015,12,"$20,000 ",1/1/2015,12/31/2015
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Art Works,14-3300-7116,New York,NY,10016-7805,To support pre-production and development for Bolero Senior Citizens. Artistic Director Larry Keigwin and his company will engage a cast of seniors in movement and the choreographic process to create a new work.,2014,12,"$20,000 ",6/1/2014,12/31/2016
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Access,02-3400-4086,New York,NY,10016-8703,To support the publication of special supplements for Cineaste magazine and increased writers' fees. Cineaste is a quarterly film publication dedicated to the art and politics of c cinema.,2002,12,"$10,000 ",6/1/2002,5/31/2003
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Access,01-3400-4080,New York,NY,10016-8703,"To support several special initiatives by CINEASTE Magazine. CINEASTE will increase its writers' fees, produce an index to the contents of each issue published in the journal's 30-year history, and publish a supplement on British film in the fall 2001 issue.",2001,12,"$10,000 ",6/1/2001,5/31/2002
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Access to Artistic Excellence,05-3400-7080,New York,NY,10016-8703,,2005,12,"$15,000 ",6/1/2005,5/31/2006
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Challenge America,03-3400-1096,New York,NY,10016-8703,"To support the publication of ""Cineaste,"" a quarterly film magazine dedicated to the art and understanding of cinema. ""Cineaste"" will report on Asian American filmmakers, Spanish films, images of Greece, and will publish a special supplement on history and the cinema.",2003,12,"$15,000 ",6/1/2003,5/31/2004
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Other,99-3400-7088,New York,NY,10016-8703,"To support the publication of issues of CINEASTE magazine including special supplements devoted to Shakespeare in Cinema and contemporary Irish film. As part of this project, the organization will also increase its writers' fees and produce an index to the contents of each issue published in the journal's 30-year history.",1999,12,"$5,000 ",4/1/1999,4/30/2000
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Access,00-3400-4128,New York,NY,10016-8703,"To support the publication of issues of ""Cineaste"" magazine including special supplements devoted to race in contemporary American film and overviews of specific national cinemas. The organization will also increase its writers fees and produce an index to the contents of each issue published in the journal's 30-year history.",2000,12,"$7,500 ",4/1/2000,4/30/2001
"Cineaste Publishers, Inc.",aka Cineaste Publishing,Media Arts,Other,98-3400-7005,New York,NY,10016-8703,"To support a series of articles within the four 1998 issues of the nationally distributed magazine CINEASTE,to increase writers' fees, and to produce an index to the contents of each issue published in the journal's 30-year history. Cineaste, a quarterly film publication dedicated to the art and politics of cinema, will commemorate its 30-year anniversary by expanding its ""special section"" part of the magazine. The ""special sections"" are devoted to insightful analysis on various aspects of current filmmaking trends. Topics have included reports on American independents, race in contemporary cinema, African, Asian and Middle Eastern film. In 1998, Cineaste will devote one of its ""special sections"" to contemporary Irish cinema. Articles will cover an overview of the ongoing Irish Renaissance in all art forms; issues of nationalism and ethnicity in Irish film; portrayals of the IRA and ""the troubles"" in film; current Irish-American productions; etc. A bibliography and filmography will also be included. Another anniversary activity of Cineaste's is the publication of an index to every article ever written for the journal, which will be cross referenced as appropriate. This index will be an invaluable tool for scholars, researchers, filmmakers, students and librarians.",1998,12,"$7,500 ",3/1/1998,3/31/1999
"Music for Autism, Inc.",aka Music for Autism,Music,Art Works,17-3100-7160,New York,NY,10016-8808,"To support a community engagement performance project. The programming of live performances by various artists, including Grammy Award-winning saxophonist Chad Lefkowitz-Brown, will engage underserved families, particularly those affected by autism spectrum disorder in states such as California, Maryland, New York, and Texas. Through research-based methodology developed by founder and child psychiatrist Dr. Robert Accordino, the interactive ""autism-friendly"" concerts will be designed specifically for individuals on the autism spectrum. Repertoire will range from jazz to Broadway classics and Western classical music. Venues will be open spaces to allow audience members to move around freely. Due to the interactive nature of the performances, audiences will be limited to 150 members per concert.",2017,12,"$20,000 ",6/1/2017,5/31/2018
"Spanish Theatre Repertory Company, Ltd.",aka Repertorio Español,Theater,Access to Artistic Excellence,11-3200-7127,New York,NY,10016-9001,"To support Teatro Acceso. The program will feature free online resources for students and teachers, in-school residencies by teaching artists, and matinee and touring performance of classical and contemporary Spanish-language plays for student audiences including simultaneous English translation through an infrared listening system.",2011,12,"$25,000 ",9/1/2011,8/31/2012
"Spanish Theatre Repertory Company, Ltd.",aka Repertorio Español,Theater,Access to Artistic Excellence,08-3200-7164,New York,NY,10016-9001,"To support the ""Teatro Acceso"" program. The company will present and tour classic and contemporary Spanish, Latin American, and U.S. Latino works to underserved schools and communities throughout the New York metropolitan area and the northeastern United States.",2008,12,"$35,000 ",9/1/2008,8/31/2009
"Spanish Theatre Repertory Company, Ltd.",aka Repertorio Español,Theater,Access to Artistic Excellence,07-3200-7195,New York,NY,10016-9001,"To support the Teatro Acceso program. The company will present and tour classic and contemporary Spanish, Latin American and US Latino works to underserved schools and communities throughout the New York metropolitan area and the northeastern United States.",2007,12,"$35,000 ",9/1/2007,8/31/2008
"Spanish Theatre Repertory Company, Ltd.",aka Repertorio Español,Theater,Creativity / Presentation,98-3200-5069,New York,NY,10016-9001,"To support the presentation and tour of Schoolday Matinee Performances to a wide range of student audiences as well as senior citizens. Spanish Theatre Repertory Company is seeking support for its Schoolday Matinee Project which is designed to reach the widest range of students from underserved inner-city public schools to graduate level colleges. The theater actively cultivates relationships with senior citizen communities and schools. For the school performances, the project offers a range of student and teacher services, including study guides and ""in-school"" performances. Senior citizens have often become active participants during discussions of the play. More than 20,000 students and senior citizens from approximately 500 different groups will attend the Schoolday Matinees. This includes groups from public and private schools and colleges, community colleges, adult education centers, senior citizen action groups and geriatric centers.",1998,12,"$35,250 ",9/1/1998,6/30/1999
"Spanish Theatre Repertory Company, Ltd.",aka Repertorio Español,Theater,Art Works,1808130-32-18,New York,NY,10016-9001,"To support Repertorio Español's Teatro Acceso education and outreach program. The program will bring touring performances of classic theater works from Spain, original adaptations of Latin American works, and contemporary Latino plays to schools throughout the New York tri-state area. Performances will be augmented with in-school residencies by teaching artists and free online resources for students and teachers. The goal of the program is to make theater accessible to a population of Latino and non-Latino students that have limited access to theater, both as active participants and as audience members.",2018,12,"$40,000 ",9/1/2018,8/31/2019
